,state,handgun,long_gun,multiple,month
571,Mariana Islands,0.0,0.0,0,2
572,Maryland,774.4000000000001,4616.700000000001,16,2
573,Massachusetts,2070.2000000000003,1509.2,122,2
574,Michigan,3432.0000000000005,13550.900000000001,140,2
575,Minnesota,4154.700000000001,9898.900000000001,268,2
576,Mississippi,6432.8,7544.900000000001,406,2
577,Missouri,5788.200000000001,13344.1,382,2
578,Montana,1526.8000000000002,3525.5000000000005,370,2
579,Nebraska,2.2,2101.0,0,2
580,Nevada,2764.3,2751.1000000000004,310,2
581,New Hampshire,1493.8000000000002,2207.7000000000003,30,2
582,New Jersey,1464.1000000000001,1617.0000000000002,118,2
583,New Mexico,2935.9,4027.1000000000004,468,2
584,New York,1228.7,9089.300000000001,38,2
585,North Carolina,333.3,13135.1,322,2
586,North Dakota,536.8000000000001,1936.0000000000002,64,2
587,Ohio,14070.1,16317.400000000001,1490,2
588,Oklahoma,6707.8,8684.5,966,2
589,Oregon,5176.6,9124.5,632,2
590,Pennsylvania,0.0,45514.700000000004,296,2
591,Puerto Rico,581.9000000000001,113.30000000000001,32,2
592,Rhode Island,448.8,374.00000000000006,180,2
593,South Carolina,5557.200000000001,5516.5,394,2
594,South Dakota,1067.0,3113.0000000000005,116,2
595,Tennessee,10848.2,11927.300000000001,788,2
596,Texas,22200.2,29379.9,2730,2
597,Utah,2216.5,5107.3,256,2
598,Vermont,827.2,1246.3000000000002,46,2
599,Virgin Islands,31.900000000000002,3.3000000000000003,0,2
600,Virginia,10554.5,11160.6,528,2
601,Washington,6748.500000000001,8518.400000000001,614,2
602,West Virginia,3614.6000000000004,6097.3,568,2
603,Wisconsin,4919.200000000001,12762.2,2,2
604,Wyoming,907.5000000000001,1956.9,134,2
605,Alabama,8657.0,10794.300000000001,758,1
606,Alaska,1150.6000000000001,1543.3000000000002,106,1
607,Arizona,6881.6,6718.8,496,1
608,Arkansas,3880.8,7219.3,496,1
609,California,20930.800000000003,26459.4,1076,1
610,Colorado,6583.500000000001,9903.300000000001,778,1
611,Connecticut,2490.4,2525.6000000000004,162,1
612,Delaware,649.0,841.5000000000001,24,1
613,District of Columbia,3.3000000000000003,1.1,2,1
614,Florida,19669.100000000002,16512.100000000002,1206,1
615,Georgia,12699.500000000002,14130.6,1120,1
616,Guam,11.0,16.5,0,1
617,Hawaii,0.0,0.0,0,1
618,Idaho,1379.4,3080.0000000000005,208,1
619,Illinois,5904.8,9160.800000000001,576,1
620,Indiana,7287.500000000001,9287.300000000001,436,1
621,Iowa,37.400000000000006,3626.7000000000003,4,1
622,Kansas,3103.1000000000004,6001.6,400,1
623,Kentucky,7430.500000000001,10201.400000000001,1106,1
624,Louisiana,8644.900000000001,9372.0,512,1
625,Maine,1233.1000000000001,2373.8,156,1
626,Mariana Islands,0.0,0.0,0,1
627,Maryland,553.3000000000001,4364.8,10,1
628,Massachusetts,2059.2000000000003,1493.8000000000002,88,1
629,Michigan,3313.2000000000003,11880.000000000002,136,1
630,Minnesota,3656.4,8166.400000000001,202,1
631,Mississippi,5671.6,8617.400000000001,398,1
632,Missouri,5121.6,12586.2,340,1
633,Montana,1272.7,3179.0000000000005,310,1
634,Nebraska,1.1,2443.1000000000004,0,1
635,Nevada,2674.1000000000004,2585.0,318,1
636,New Hampshire,1362.9,2084.5,14,1
637,New Jersey,1412.4,1811.7,86,1
638,New Mexico,2570.7000000000003,3527.7000000000003,292,1
639,New York,1631.3000000000002,8490.900000000001,14,1
640,North Carolina,224.4,13329.800000000001,266,1
641,North Dakota,533.5,1916.2,42,1
642,Ohio,11561.000000000002,14043.7,1358,1
643,Oklahoma,5317.400000000001,8353.400000000001,814,1
644,Oregon,5016.0,8140.000000000001,464,1
645,Pennsylvania,1.1,42654.700000000004,312,1
646,Puerto Rico,607.2,107.80000000000001,42,1
647,Rhode Island,404.8,420.20000000000005,196,1
648,South Carolina,4779.5,5670.500000000001,262,1
649,South Dakota,974.6,2855.6000000000004,110,1
650,Tennessee,9739.400000000001,10972.5,748,1
651,Texas,20666.800000000003,30559.100000000002,2444,1
652,Utah,1989.9,4562.8,188,1
653,Vermont,536.8000000000001,790.9000000000001,38,1
654,Virgin Islands,14.3,2.2,0,1
655,Virginia,9692.1,11192.5,462,1
656,Washington,6387.700000000001,7719.8,506,1
657,West Virginia,3126.2000000000003,5429.6,508,1
658,Wisconsin,4156.900000000001,9691.0,4,1
659,Wyoming,887.7,1878.8000000000002,120,1
