,state,handgun,long_gun,multiple,month
156,Texas,51169.8,48970.9,5802,10
157,Utah,3946.8,5063.3,0,10
158,Vermont,1633.5000000000002,2308.9,168,10
159,Virgin Islands,17.6,14.3,0,10
160,Virginia,26770.7,22476.300000000003,0,10
161,Washington,20461.100000000002,17000.5,1490,10
162,West Virginia,7393.1,8510.7,810,10
163,Wisconsin,17065.4,19113.600000000002,104,10
164,Wyoming,1879.9,2537.7000000000003,232,10
165,Alabama,7837.500000000001,9293.900000000001,744,9
166,Alaska,2919.4,3438.6000000000004,362,9
167,Arizona,12945.900000000001,9846.1,1278,9
168,Arkansas,5282.200000000001,6912.400000000001,648,9
169,California,43134.3,47316.50000000001,0,9
170,Colorado,19129.0,15973.100000000002,2272,9
171,Connecticut,5966.400000000001,2719.2000000000003,0,9
172,Delaware,1934.9,2083.4,168,9
173,District of Columbia,50.6,4.4,4,9
174,Florida,50432.8,24682.9,3782,9
175,Georgia,13483.800000000001,10742.6,1026,9
176,Guam,108.9,69.30000000000001,4,9
177,Hawaii,0.0,0.0,0,9
178,Idaho,3436.4,5753.000000000001,422,9
179,Illinois,22327.800000000003,13063.6,1546,9
180,Indiana,19142.2,14742.2,1272,9
181,Iowa,169.4,2963.4,16,9
182,Kansas,5393.3,6175.400000000001,576,9
183,Kentucky,9808.7,8989.2,1180,9
184,Louisiana,14162.500000000002,15121.7,1580,9
185,Maine,4225.1,5723.3,596,9
186,Mariana Islands,0.0,1.1,0,9
187,Maryland,3988.6000000000004,5970.8,40,9
188,Massachusetts,6142.400000000001,3531.0000000000005,300,9
189,Michigan,11061.6,12442.1,470,9
190,Minnesota,10502.800000000001,17834.300000000003,826,9
191,Mississippi,7594.400000000001,7251.200000000001,754,9
192,Missouri,19588.800000000003,17080.800000000003,1898,9
193,Montana,2972.2000000000003,5944.400000000001,454,9
194,Nebraska,114.4,2358.4,8,9
195,Nevada,4709.1,3040.4,544,9
196,New Hampshire,5610.0,4142.6,8,9
197,New Jersey,5773.900000000001,4250.400000000001,0,9
198,New Mexico,5272.3,4704.700000000001,572,9
199,New York,10670.0,19584.4,416,9
200,North Carolina,1174.8000000000002,15419.800000000001,490,9
201,North Dakota,1400.3000000000002,3719.1000000000004,168,9
202,Ohio,26726.7,19841.800000000003,2242,9
203,Oklahoma,10601.800000000001,11003.300000000001,1638,9
204,Oregon,14657.500000000002,14350.6,0,9
205,Pennsylvania,50711.100000000006,13966.7,0,9
206,Puerto Rico,1221.0,234.3,48,9
207,Rhode Island,1134.1000000000001,843.7,336,9
208,South Carolina,9597.5,7796.8,704,9
209,South Dakota,2783.0,5129.3,358,9
210,Tennessee,22793.100000000002,16632.0,2282,9
211,Texas,41643.8,46538.8,4872,9
212,Utah,3209.8,4884.0,0,9
213,Vermont,1356.3000000000002,1871.1000000000001,192,9
214,Virgin Islands,27.500000000000004,7.700000000000001,2,9
215,Virginia,22357.5,18355.7,0,9
216,Washington,16787.100000000002,14983.1,1368,9
217,West Virginia,6734.200000000001,7144.500000000001,872,9
218,Wisconsin,14598.1,16275.600000000002,66,9
219,Wyoming,1673.1000000000001,2427.7000000000003,196,9
220,Alabama,9067.300000000001,8588.800000000001,768,8
221,Alaska,2997.5000000000005,3832.4,404,8
222,Arizona,13275.900000000001,9461.1,1234,8
223,Arkansas,6232.6,6718.8,666,8
224,California,47678.4,47907.200000000004,0,8
225,Colorado,19927.600000000002,15459.400000000001,2156,8
226,Connecticut,10921.900000000001,4335.1,0,8
227,Delaware,1828.2,1718.2,160,8
228,District of Columbia,61.60000000000001,3.3000000000000003,2,8
229,Florida,54853.700000000004,25694.9,3754,8
230,Georgia,13889.7,10105.7,1026,8
231,Guam,104.50000000000001,59.400000000000006,10,8
232,Hawaii,0.0,0.0,0,8
233,Idaho,3513.4,4635.400000000001,374,8
234,Illinois,66819.5,33662.200000000004,3926,8
235,Indiana,20796.600000000002,14966.6,1192,8
236,Iowa,200.20000000000002,2579.5,6,8
237,Kansas,5485.700000000001,5980.700000000001,566,8
238,Kentucky,9726.2,7905.700000000001,890,8
239,Louisiana,14390.2,11579.7,1690,8
240,Maine,3623.4,3900.6000000000004,344,8
241,Mariana Islands,0.0,2.2,0,8
242,Maryland,4673.900000000001,5619.900000000001,46,8
243,Massachusetts,6161.1,3206.5000000000005,380,8
244,Michigan,11715.000000000002,10028.7,404,8
245,Minnesota,10330.1,13072.400000000001,762,8
246,Mississippi,12312.300000000001,9993.5,1200,8
247,Missouri,20233.4,16901.5,1906,8
248,Montana,3170.2000000000003,4935.700000000001,448,8
249,Nebraska,138.60000000000002,1985.5000000000002,4,8
250,Nevada,5143.6,2891.9,548,8
251,New Hampshire,5205.200000000001,3763.1000000000004,16,8
252,New Jersey,6095.1,4358.200000000001,0,8
253,New Mexico,5687.000000000001,4646.400000000001,642,8
254,New York,11787.6,15705.800000000001,374,8
255,North Carolina,1328.8000000000002,13764.300000000001,360,8
256,North Dakota,1412.4,2861.1000000000004,138,8
257,Ohio,28887.100000000002,19278.600000000002,2320,8
258,Oklahoma,11969.1,10738.2,1576,8
259,Oregon,13927.1,11190.300000000001,0,8
260,Pennsylvania,50770.50000000001,12870.000000000002,0,8
261,Puerto Rico,1180.3000000000002,257.40000000000003,48,8
262,Rhode Island,1142.9,847.0000000000001,290,8
263,South Carolina,9710.800000000001,7596.6,660,8
264,South Dakota,2625.7000000000003,3914.9,266,8
265,Tennessee,25010.7,17817.800000000003,2380,8
266,Texas,46532.200000000004,44295.9,4694,8
267,Utah,3208.7000000000003,3853.3,0,8
268,Vermont,1395.9,1425.6000000000001,94,8
269,Virgin Islands,31.900000000000002,6.6000000000000005,0,8
270,Virginia,23218.800000000003,17382.2,0,8
271,Washington,16591.300000000003,12513.6,1212,8
272,West Virginia,7607.6,5811.3,690,8
273,Wisconsin,16240.400000000001,13286.900000000001,86,8
274,Wyoming,1893.1000000000001,2286.9,192,8
275,Alabama,11145.2,8131.200000000001,930,7
276,Alaska,3187.8,3097.6000000000004,330,7
277,Arizona,15062.300000000001,9507.300000000001,1284,7
278,Arkansas,6955.3,5558.3,734,7
279,California,50997.100000000006,52353.4,0,7
280,Colorado,20641.5,16693.600000000002,2108,7
281,Connecticut,12460.800000000001,4416.5,0,7
282,Delaware,2044.9,1725.9,148,7
283,District of Columbia,62.7,1.1,4,7
284,Florida,63692.200000000004,30800.000000000004,4648,7
285,Georgia,16876.2,9456.7,1264,7
286,Guam,103.4,61.60000000000001,14,7
287,Hawaii,0.0,0.0,0,7
288,Idaho,3951.2000000000003,3933.6000000000004,406,7
289,Illinois,23563.100000000002,13069.1,1762,7
290,Indiana,21458.800000000003,13410.1,1288,7
291,Iowa,204.60000000000002,2449.7000000000003,2,7
292,Kansas,6682.500000000001,5436.200000000001,658,7
293,Kentucky,10315.800000000001,7276.500000000001,1068,7
294,Louisiana,23800.7,13477.2,2062,7
295,Maine,3768.6000000000004,3328.6000000000004,332,7
296,Mariana Islands,0.0,1.1,0,7
297,Maryland,4370.3,6055.500000000001,70,7
298,Massachusetts,6882.700000000001,5618.8,878,7
299,Michigan,12438.800000000001,8904.5,478,7
300,Minnesota,10717.300000000001,10127.7,746,7
301,Mississippi,11467.500000000002,6737.500000000001,918,7
302,Missouri,22870.100000000002,14932.500000000002,1962,7
303,Montana,3183.4,4270.200000000001,388,7
304,Nebraska,102.30000000000001,1681.9,10,7
305,Nevada,5713.400000000001,3306.6000000000004,616,7
306,New Hampshire,5720.000000000001,4087.6000000000004,6,7
307,New Jersey,6278.8,4570.5,0,7
308,New Mexico,5918.000000000001,4362.6,600,7
309,New York,11990.000000000002,14380.300000000001,408,7
310,North Carolina,1272.7,13735.7,430,7
311,North Dakota,1466.3000000000002,2702.7000000000003,128,7
312,Ohio,30663.600000000002,19492.0,2464,7
313,Oklahoma,12925.000000000002,9671.2,1504,7
314,Oregon,15712.400000000001,11557.7,0,7
315,Pennsylvania,51527.3,12972.300000000001,0,7
316,Puerto Rico,1141.8000000000002,257.40000000000003,40,7
317,Rhode Island,1246.3000000000002,1046.1000000000001,310,7
318,South Carolina,10963.7,6468.000000000001,722,7
319,South Dakota,2739.0,3304.4,270,7
320,Tennessee,28903.600000000002,17729.800000000003,2748,7
321,Texas,55548.9,37692.600000000006,5396,7
322,Utah,3719.1000000000004,3660.8,204,7
323,Vermont,1422.3000000000002,1321.1000000000001,114,7
324,Virgin Islands,23.1,2.2,2,7
325,Virginia,27138.100000000002,18404.100000000002,0,7
326,Washington,17217.2,12689.6,1306,7
327,West Virginia,7058.700000000001,5647.400000000001,806,7
328,Wisconsin,14500.2,10857.0,76,7
329,Wyoming,1780.9,1945.9,198,7
330,Alabama,10060.6,8000.300000000001,862,6
331,Alaska,3285.7000000000003,3524.4,370,6
332,Arizona,14236.2,9475.400000000001,1370,6
333,Arkansas,5999.400000000001,5031.400000000001,666,6
334,California,47346.200000000004,41263.200000000004,0,6
335,Colorado,19569.0,16626.5,2122,6
336,Connecticut,13212.1,4371.400000000001,0,6
337,Delaware,2026.2000000000003,1783.1000000000001,186,6
338,District of Columbia,50.6,3.3000000000000003,0,6
339,Florida,61527.4,32451.100000000002,4856,6
340,Georgia,14637.7,8644.900000000001,1100,6
341,Guam,114.4,55.00000000000001,6,6
342,Hawaii,0.0,0.0,0,6
343,Idaho,3789.5000000000005,4557.3,384,6
344,Illinois,24504.7,14065.7,1782,6
345,Indiana,20137.7,13143.900000000001,1348,6
346,Iowa,141.9,2204.4,16,6
347,Kansas,5802.500000000001,4891.700000000001,612,6
348,Kentucky,9573.300000000001,7242.400000000001,998,6
349,Louisiana,13290.2,9270.800000000001,1192,6
350,Maine,3776.3,3237.3,366,6
351,Mariana Islands,0.0,1.1,0,6
352,Maryland,4716.8,5350.400000000001,98,6
353,Massachusetts,6561.500000000001,3744.4,482,6
354,Michigan,11368.500000000002,9110.2,454,6
355,Minnesota,9768.0,10695.300000000001,866,6
356,Mississippi,8584.400000000001,5161.200000000001,738,6
357,Missouri,20647.0,14624.500000000002,1916,6
358,Montana,3264.8,4816.900000000001,342,6
359,Nebraska,117.7,1769.9,12,6
360,Nevada,5443.900000000001,3425.4,558,6
361,New Hampshire,5682.6,3798.3,12,6
362,New Jersey,6892.6,4723.400000000001,0,6
363,New Mexico,5869.6,4654.1,600,6
364,New York,11068.2,13434.300000000001,400,6
365,North Carolina,1299.1000000000001,12923.900000000001,446,6
366,North Dakota,1443.2,2614.7000000000003,128,6
367,Ohio,26836.7,18794.600000000002,2406,6
368,Oklahoma,13126.300000000001,9692.1,1604,6
369,Oregon,15459.400000000001,12540.000000000002,0,6
370,Pennsylvania,49144.700000000004,13025.1,0,6
371,Puerto Rico,1127.5,235.4,36,6
372,Rhode Island,1260.6000000000001,948.2,346,6
373,South Carolina,10580.900000000001,6158.900000000001,696,6
374,South Dakota,2706.0,3452.9,286,6
375,Tennessee,24723.600000000002,16713.4,2930,6
376,Texas,51497.600000000006,36851.100000000006,5018,6
377,Utah,3776.3,4104.1,372,6
378,Vermont,1364.0,1347.5,170,6
379,Virgin Islands,26.400000000000002,7.700000000000001,2,6
380,Virginia,22145.2,17028.0,0,6
381,Washington,18744.0,14593.7,1422,6
382,West Virginia,7262.200000000001,5303.1,784,6
383,Wisconsin,13710.400000000001,12258.400000000001,140,6
384,Wyoming,1801.8000000000002,2321.0,208,6
385,Alabama,8693.300000000001,5781.6,588,5
386,Alaska,2840.2000000000003,2630.1000000000004,320,5
387,Arizona,12093.400000000001,7192.900000000001,1058,5
388,Arkansas,5006.1,3955.6000000000004,448,5
389,California,42131.100000000006,31595.300000000003,0,5
390,Colorado,17922.300000000003,12377.2,1842,5
391,Connecticut,10948.300000000001,3698.2000000000003,0,5
392,Delaware,1894.2,1233.1000000000001,114,5
393,District of Columbia,51.7,6.6000000000000005,0,5
394,Florida,47129.50000000001,18727.5,3012,5
395,Georgia,11952.6,6061.000000000001,840,5
396,Guam,130.9,61.60000000000001,20,5
397,Hawaii,0.0,0.0,0,5
398,Idaho,3445.2000000000003,3655.3,334,5
399,Illinois,21190.4,9554.6,1196,5
400,Indiana,18526.2,10190.400000000001,1086,5
401,Iowa,133.10000000000002,1725.9,6,5
402,Kansas,5112.8,3908.3,526,5
403,Kentucky,8853.900000000001,5768.400000000001,828,5
404,Louisiana,10517.1,6366.8,812,5
405,Maine,3309.9,2710.4,282,5
406,Mariana Islands,0.0,1.1,0,5
407,Maryland,4508.900000000001,4562.8,42,5
408,Massachusetts,5805.8,2557.5,316,5
409,Michigan,10817.400000000001,7139.000000000001,324,5
410,Minnesota,9649.2,8401.800000000001,680,5
411,Mississippi,7705.500000000001,3895.1000000000004,634,5
412,Missouri,18599.9,11178.2,1648,5
413,Montana,2996.4,4269.1,350,5
414,Nebraska,85.80000000000001,1404.7,10,5
415,Nevada,4801.5,2561.9,450,5
416,New Hampshire,4688.200000000001,2909.5000000000005,10,5
417,New Jersey,7196.200000000001,3329.7000000000003,0,5
418,New Mexico,4933.5,3595.9,448,5
419,New York,11129.800000000001,11896.500000000002,302,5
420,North Carolina,1230.9,9356.6,338,5
421,North Dakota,1304.6000000000001,1977.8000000000002,96,5
422,Ohio,28675.9,14540.900000000001,1946,5
423,Oklahoma,11423.500000000002,7139.000000000001,1372,5
424,Oregon,13241.800000000001,10113.400000000001,0,5
425,Pennsylvania,43959.3,9647.0,0,5
426,Puerto Rico,1090.1000000000001,182.60000000000002,40,5
427,Rhode Island,1029.6000000000001,589.6,226,5
428,South Carolina,8327.0,4314.200000000001,482,5
429,South Dakota,2377.1000000000004,2932.6000000000004,302,5
430,Tennessee,21155.2,11433.400000000001,1882,5
431,Texas,43390.600000000006,27966.4,3838,5
432,Utah,3406.7000000000003,3373.7000000000003,324,5
433,Vermont,1205.6000000000001,1128.6000000000001,116,5
434,Virgin Islands,28.6,2.2,0,5
435,Virginia,20001.300000000003,11985.6,0,5
436,Washington,16061.100000000002,9936.300000000001,1008,5
437,West Virginia,6708.900000000001,4596.900000000001,700,5
438,Wisconsin,12581.800000000001,9329.1,78,5
439,Wyoming,1646.7,1838.1000000000001,178,5
440,Alabama,10716.2,7674.700000000001,824,4
441,Alaska,3339.6000000000004,3054.7000000000003,352,4
442,Arizona,14394.6,8005.800000000001,1076,4
443,Arkansas,5867.400000000001,4964.3,562,4
444,California,46048.200000000004,33146.3,0,4
445,Colorado,19686.7,13816.000000000002,2010,4
446,Connecticut,13070.2,4329.6,0,4
447,Delaware,2065.8,1444.3000000000002,124,4
448,District of Columbia,60.50000000000001,3.3000000000000003,0,4
449,Florida,53566.700000000004,21687.600000000002,3192,4
450,Georgia,15040.300000000001,7440.400000000001,886,4
451,Guam,110.00000000000001,49.50000000000001,14,4
452,Hawaii,0.0,0.0,0,4
453,Idaho,3713.6000000000004,4092.0000000000005,314,4
454,Illinois,27383.4,12245.2,1740,4
455,Indiana,22831.600000000002,13350.7,1274,4
456,Iowa,202.4,2698.3,4,4
457,Kansas,6363.500000000001,4994.0,548,4
458,Kentucky,10622.7,7777.000000000001,962,4
459,Louisiana,12873.300000000001,7207.200000000001,1088,4
460,Maine,4367.0,3579.4,356,4
461,Mariana Islands,0.0,0.0,0,4
462,Maryland,4723.400000000001,5462.6,38,4
463,Massachusetts,6849.700000000001,3309.9,332,4
464,Michigan,14957.800000000001,9511.7,378,4
465,Minnesota,13801.7,13524.500000000002,938,4
466,Mississippi,9641.5,4552.900000000001,682,4
467,Missouri,21765.7,14029.400000000001,1792,4
468,Montana,3287.9,4826.8,402,4
469,Nebraska,127.60000000000001,1815.0000000000002,10,4
470,Nevada,5648.500000000001,3072.3,510,4
471,New Hampshire,5870.700000000001,3740.0000000000005,8,4
472,New Jersey,7575.700000000001,3664.1000000000004,0,4
473,New Mexico,5842.1,4363.700000000001,472,4
474,New York,12409.1,16126.000000000002,410,4
475,North Carolina,1375.0,11308.000000000002,418,4
476,North Dakota,2291.3,3070.1000000000004,226,4
477,Ohio,36254.9,19430.4,2488,4
478,Oklahoma,14445.2,9132.2,1622,4
479,Oregon,14412.2,10997.800000000001,0,4
480,Pennsylvania,56619.200000000004,12790.800000000001,0,4
481,Puerto Rico,1041.7,222.20000000000002,34,4
482,Rhode Island,1263.9,820.6,276,4
483,South Carolina,10578.7,5079.8,540,4
484,South Dakota,3279.1000000000004,3753.2000000000003,350,4
485,Tennessee,25261.500000000004,13253.900000000001,1982,4
486,Texas,49872.9,30605.300000000003,4578,4
487,Utah,3916.0000000000005,4010.6000000000004,322,4
488,Vermont,1631.3000000000002,1712.7,164,4
489,Virgin Islands,25.3,3.3000000000000003,0,4
490,Virginia,23879.9,14558.500000000002,0,4
491,Washington,17586.800000000003,10667.800000000001,1076,4
492,West Virginia,7598.8,5958.700000000001,736,4
493,Wisconsin,17262.300000000003,14682.800000000001,76,4
494,Wyoming,1940.4,2147.2000000000003,184,4
495,Alabama,15809.2,10026.5,1160,3
496,Alaska,3488.1000000000004,3025.0000000000005,378,3
497,Arizona,15825.7,8697.7,1228,3
498,Arkansas,8363.300000000001,5992.8,706,3
499,California,49792.600000000006,34599.4,0,3
500,Colorado,22053.9,14053.6,2384,3
501,Connecticut,15395.6,4826.8,0,3
502,Delaware,2588.3,1772.1000000000001,174,3
503,District of Columbia,81.4,6.6000000000000005,0,3
504,Florida,59580.4,24200.000000000004,3496,3
505,Georgia,20099.2,9368.7,1080,3
506,Guam,126.50000000000001,63.800000000000004,14,3
507,Hawaii,0.0,0.0,0,3
508,Idaho,4317.5,4628.8,412,3
509,Illinois,31957.200000000004,14268.1,1964,3
510,Indiana,30671.300000000003,14833.500000000002,1652,3
511,Iowa,277.20000000000005,3313.2000000000003,4,3
512,Kansas,8451.300000000001,5904.8,592,3
513,Kentucky,15197.6,9230.1,1190,3
514,Louisiana,15111.800000000001,8308.300000000001,1104,3
515,Maine,5197.5,3652.0000000000005,378,3
516,Mariana Islands,0.0,1.1,0,3
517,Maryland,5352.6,5899.3,26,3
518,Massachusetts,7720.900000000001,3602.5000000000005,348,3
519,Michigan,20147.600000000002,11159.5,446,3
520,Minnesota,15111.800000000001,12455.300000000001,884,3
521,Mississippi,12415.7,6266.700000000001,738,3
522,Missouri,29733.000000000004,16894.9,2110,3
523,Montana,3635.5000000000005,5083.1,468,3
524,Nebraska,145.20000000000002,2138.4,10,3
525,Nevada,6727.6,3368.2000000000003,590,3
526,New Hampshire,6503.200000000001,3856.6000000000004,14,3
527,New Jersey,8080.6,3940.2000000000003,0,3
528,New Mexico,7146.700000000001,4912.6,604,3
529,New York,13721.400000000001,16647.4,386,3
530,North Carolina,1643.4,13489.300000000001,394,3
531,North Dakota,2139.5,2982.1000000000004,144,3
532,Ohio,44364.100000000006,21348.800000000003,2918,3
533,Oklahoma,16381.2,9872.5,1648,3
534,Oregon,17064.300000000003,12661.000000000002,0,3
535,Pennsylvania,66537.90000000001,13528.900000000001,0,3
536,Puerto Rico,1042.8000000000002,220.00000000000003,44,3
537,Rhode Island,1552.1000000000001,943.8000000000001,306,3
538,South Carolina,13543.2,6751.8,690,3
539,South Dakota,3796.1000000000004,3946.8,348,3
540,Tennessee,30746.100000000002,16399.9,2198,3
541,Texas,61101.700000000004,34973.4,4888,3
542,Utah,4149.200000000001,4271.3,372,3
543,Vermont,2135.1000000000004,1886.5000000000002,156,3
544,Virgin Islands,20.900000000000002,3.3000000000000003,2,3
545,Virginia,28890.4,16084.2,0,3
546,Washington,21451.100000000002,12041.7,1230,3
547,West Virginia,10429.1,6969.6,940,3
548,Wisconsin,20282.9,16319.600000000002,70,3
549,Wyoming,2194.5,2228.6000000000004,206,3
550,Alabama,32242.100000000002,16559.4,2324,2
551,Alaska,3509.0000000000005,2670.8,360,2
552,Arizona,18502.0,9660.2,1712,2
553,Arkansas,11585.2,7730.8,1276,2
554,California,48907.100000000006,32434.600000000002,0,2
555,Colorado,24622.4,14690.500000000002,2604,2
556,Connecticut,14647.6,4675.0,0,2
557,Delaware,2972.2000000000003,1796.3000000000002,188,2
558,District of Columbia,81.4,7.700000000000001,0,2
