,state,handgun,long_gun,multiple,year,month
10592,New Jersey,1008.0,2300.0,38,2001,9
10593,New Mexico,2518.0,5052.0,134,2001,9
10594,New York,657.0,14606.0,12,2001,9
10595,North Carolina,1328.0,16248.0,123,2001,9
10596,North Dakota,415.0,3601.0,29,2001,9
10597,Ohio,10647.0,18571.0,630,2001,9
10598,Oklahoma,4246.0,9910.0,319,2001,9
10599,Oregon,4555.0,11686.0,251,2001,9
10600,Pennsylvania,0.0,48700.0,481,2001,9
10601,Puerto Rico,613.0,116.0,7,2001,9
10602,Rhode Island,488.0,581.0,94,2001,9
10603,South Carolina,3933.0,7308.0,111,2001,9
10604,South Dakota,661.0,4258.0,42,2001,9
10605,Tennessee,7929.0,11245.0,308,2001,9
10606,Texas,18222.0,45986.0,1118,2001,9
10607,Utah,1771.0,5265.0,81,2001,9
10608,Vermont,633.0,1842.0,31,2001,9
10609,Virgin Islands,0.0,0.0,0,2001,9
10610,Virginia,6736.0,11037.0,197,2001,9
10611,Washington,3789.0,9918.0,202,2001,9
10612,West Virginia,3105.0,9195.0,220,2001,9
10613,Wisconsin,4000.0,17960.0,12,2001,9
10614,Wyoming,927.0,2850.0,64,2001,9
10615,Alabama,6933.0,10464.0,287,2001,8
10616,Alaska,1074.0,2750.0,78,2001,8
10617,Arizona,4599.0,5870.0,218,2001,8
10618,Arkansas,3042.0,9610.0,205,2001,8
10619,California,21708.0,29690.0,0,2001,8
10620,Colorado,10320.0,17920.0,686,2001,8
10621,Connecticut,6.0,3.0,1,2001,8
10622,Delaware,333.0,763.0,5,2001,8
10623,District of Columbia,0.0,0.0,0,2001,8
10624,Florida,10482.0,10390.0,439,2001,8
10625,Georgia,5655.0,10421.0,223,2001,8
10626,Guam,12.0,23.0,0,2001,8
10627,Hawaii,0.0,0.0,0,2001,8
10628,Idaho,1370.0,4101.0,109,2001,8
10629,Illinois,3958.0,7870.0,143,2001,8
10630,Indiana,1455.0,5191.0,1,2001,8
10631,Iowa,24.0,2567.0,3,2001,8
10632,Kansas,1857.0,5072.0,161,2001,8
10633,Kentucky,6483.0,12728.0,401,2001,8
10634,Louisiana,4846.0,10846.0,202,2001,8
10635,Maine,978.0,2961.0,55,2001,8
10636,Mariana Islands,39.0,39.0,7,2001,8
10637,Maryland,126.0,3427.0,6,2001,8
10638,Massachusetts,1060.0,913.0,19,2001,8
10639,Michigan,246.0,12875.0,75,2001,8
10640,Minnesota,2265.0,12237.0,100,2001,8
10641,Mississippi,4108.0,9531.0,169,2001,8
10642,Missouri,2577.0,12759.0,203,2001,8
10643,Montana,1585.0,4623.0,104,2001,8
10644,Nebraska,24.0,2104.0,3,2001,8
10645,Nevada,1813.0,2010.0,93,2001,8
10646,New Hampshire,1060.0,1958.0,14,2001,8
10647,New Jersey,973.0,1642.0,46,2001,8
10648,New Mexico,2404.0,4467.0,138,2001,8
10649,New York,532.0,6766.0,9,2001,8
10650,North Carolina,1568.0,14892.0,137,2001,8
10651,North Dakota,314.0,2103.0,14,2001,8
10652,Ohio,6825.0,13486.0,414,2001,8
10653,Oklahoma,4144.0,9095.0,262,2001,8
10654,Oregon,3372.0,7307.0,242,2001,8
10655,Pennsylvania,0.0,34538.0,492,2001,8
10656,Puerto Rico,693.0,162.0,13,2001,8
10657,Rhode Island,308.0,373.0,85,2001,8
10658,South Carolina,3451.0,6898.0,90,2001,8
10659,South Dakota,497.0,2820.0,24,2001,8
10660,Tennessee,7150.0,11294.0,270,2001,8
10661,Texas,13904.0,40941.0,912,2001,8
10662,Utah,1319.0,3514.0,68,2001,8
10663,Vermont,378.0,1023.0,15,2001,8
10664,Virgin Islands,0.0,0.0,0,2001,8
10665,Virginia,4814.0,8793.0,126,2001,8
10666,Washington,3172.0,7174.0,176,2001,8
10667,West Virginia,2934.0,7052.0,190,2001,8
10668,Wisconsin,2706.0,10905.0,8,2001,8
10669,Wyoming,808.0,2000.0,108,2001,8
10670,Alabama,5923.0,6829.0,220,2001,7
10671,Alaska,1135.0,1987.0,76,2001,7
10672,Arizona,4315.0,4340.0,193,2001,7
10673,Arkansas,2598.0,5599.0,172,2001,7
10674,California,19849.0,24110.0,0,2001,7
10675,Colorado,8862.0,11989.0,606,2001,7
10676,Connecticut,0.0,0.0,0,2001,7
10677,Delaware,290.0,510.0,13,2001,7
10678,District of Columbia,0.0,0.0,0,2001,7
10679,Florida,9609.0,7813.0,403,2001,7
10680,Georgia,4916.0,6099.0,168,2001,7
10681,Guam,8.0,19.0,1,2001,7
10682,Hawaii,0.0,0.0,0,2001,7
10683,Idaho,1197.0,2725.0,72,2001,7
10684,Illinois,3412.0,5155.0,123,2001,7
10685,Indiana,1309.0,3134.0,9,2001,7
10686,Iowa,29.0,1550.0,2,2001,7
10687,Kansas,1655.0,3073.0,114,2001,7
10688,Kentucky,5358.0,7408.0,311,2001,7
10689,Louisiana,4293.0,6035.0,167,2001,7
10690,Maine,813.0,2017.0,56,2001,7
10691,Mariana Islands,7.0,6.0,0,2001,7
10692,Maryland,99.0,2530.0,11,2001,7
10693,Massachusetts,962.0,699.0,25,2001,7
10694,Michigan,73.0,8164.0,3,2001,7
10695,Minnesota,1884.0,6480.0,83,2001,7
10696,Mississippi,3461.0,4985.0,132,2001,7
10697,Missouri,2345.0,7982.0,100,2001,7
10698,Montana,1314.0,3271.0,79,2001,7
10699,Nebraska,18.0,1342.0,1,2001,7
10700,Nevada,1762.0,1629.0,99,2001,7
10701,New Hampshire,1047.0,1515.0,15,2001,7
10702,New Jersey,884.0,1214.0,41,2001,7
10703,New Mexico,2072.0,3149.0,110,2001,7
10704,New York,673.0,4818.0,7,2001,7
10705,North Carolina,1213.0,8778.0,79,2001,7
10706,North Dakota,280.0,1322.0,17,2001,7
10707,Ohio,5506.0,8132.0,296,2001,7
10708,Oklahoma,3284.0,5722.0,206,2001,7
10709,Oregon,2973.0,5343.0,198,2001,7
10710,Pennsylvania,0.0,27941.0,401,2001,7
10711,Puerto Rico,470.0,104.0,16,2001,7
10712,Rhode Island,255.0,245.0,66,2001,7
10713,South Carolina,2908.0,3678.0,83,2001,7
10714,South Dakota,446.0,1764.0,28,2001,7
10715,Tennessee,6112.0,6363.0,224,2001,7
10716,Texas,13201.0,21668.0,735,2001,7
10717,Utah,1232.0,2292.0,60,2001,7
10718,Vermont,413.0,762.0,18,2001,7
10719,Virgin Islands,0.0,0.0,0,2001,7
10720,Virginia,5016.0,6382.0,137,2001,7
10721,Washington,2781.0,5262.0,152,2001,7
10722,West Virginia,2362.0,5091.0,150,2001,7
10723,Wisconsin,2485.0,6350.0,5,2001,7
10724,Wyoming,644.0,1422.0,54,2001,7
10725,Alabama,6395.0,6595.0,230,2001,6
10726,Alaska,1051.0,1505.0,70,2001,6
10727,Arizona,4444.0,4392.0,178,2001,6
10728,Arkansas,2845.0,5171.0,162,2001,6
10729,California,21688.0,25006.0,0,2001,6
10730,Colorado,8865.0,12316.0,669,2001,6
10731,Connecticut,9.0,4.0,0,2001,6
10732,Delaware,334.0,497.0,21,2001,6
10733,District of Columbia,0.0,2.0,0,2001,6
10734,Florida,10116.0,7662.0,367,2001,6
10735,Georgia,5429.0,5782.0,187,2001,6
10736,Guam,12.0,12.0,0,2001,6
10737,Hawaii,0.0,0.0,0,2001,6
10738,Idaho,1325.0,2791.0,77,2001,6
10739,Illinois,3774.0,4788.0,143,2001,6
10740,Indiana,1441.0,3128.0,6,2001,6
10741,Iowa,22.0,1603.0,1,2001,6
10742,Kansas,1870.0,2911.0,118,2001,6
10743,Kentucky,5822.0,7658.0,368,2001,6
10744,Louisiana,4559.0,5423.0,190,2001,6
10745,Maine,780.0,1599.0,42,2001,6
10746,Mariana Islands,0.0,0.0,0,2001,6
10747,Maryland,105.0,2842.0,11,2001,6
10748,Massachusetts,1033.0,702.0,28,2001,6
10749,Michigan,73.0,8664.0,2,2001,6
10750,Minnesota,1985.0,5601.0,84,2001,6
10751,Mississippi,3894.0,4764.0,166,2001,6
10752,Missouri,2470.0,8085.0,87,2001,6
10753,Montana,1394.0,3628.0,116,2001,6
10754,Nebraska,11.0,1297.0,2,2001,6
10755,Nevada,1719.0,1736.0,100,2001,6
10756,New Hampshire,942.0,1416.0,8,2001,6
10757,New Jersey,974.0,1384.0,58,2001,6
10758,New Mexico,2210.0,3227.0,94,2001,6
10759,New York,717.0,4485.0,5,2001,6
10760,North Carolina,1379.0,9020.0,106,2001,6
10761,North Dakota,345.0,1298.0,27,2001,6
10762,Ohio,6155.0,8787.0,370,2001,6
10763,Oklahoma,3399.0,5627.0,257,2001,6
10764,Oregon,3805.0,6363.0,212,2001,6
10765,Pennsylvania,0.0,28828.0,263,2001,6
10766,Puerto Rico,447.0,83.0,7,2001,6
10767,Rhode Island,273.0,242.0,65,2001,6
10768,South Carolina,3067.0,3260.0,73,2001,6
10769,South Dakota,477.0,1639.0,58,2001,6
10770,Tennessee,6582.0,5997.0,246,2001,6
10771,Texas,13372.0,20512.0,730,2001,6
10772,Utah,1351.0,2728.0,51,2001,6
10773,Vermont,391.0,648.0,20,2001,6
10774,Virgin Islands,0.0,0.0,0,2001,6
10775,Virginia,4793.0,6263.0,114,2001,6
10776,Washington,2853.0,5618.0,215,2001,6
10777,West Virginia,2570.0,4916.0,166,2001,6
10778,Wisconsin,2318.0,6101.0,6,2001,6
10779,Wyoming,688.0,1346.0,35,2001,6
10780,Alabama,5892.0,6002.0,244,2001,5
10781,Alaska,983.0,1897.0,85,2001,5
10782,Arizona,4654.0,4073.0,210,2001,5
10783,Arkansas,2777.0,5046.0,232,2001,5
10784,California,27523.0,28029.0,0,2001,5
10785,Colorado,8794.0,11573.0,710,2001,5
10786,Connecticut,0.0,0.0,0,2001,5
10787,Delaware,395.0,511.0,12,2001,5
10788,District of Columbia,2.0,1.0,0,2001,5
10789,Florida,9864.0,7324.0,338,2001,5
10790,Georgia,5199.0,5370.0,185,2001,5
10791,Guam,16.0,10.0,0,2001,5
10792,Hawaii,0.0,0.0,0,2001,5
10793,Idaho,1395.0,2903.0,122,2001,5
10794,Illinois,3969.0,4792.0,149,2001,5
10795,Indiana,2077.0,2696.0,5,2001,5
10796,Iowa,35.0,1468.0,3,2001,5
10797,Kansas,1830.0,2900.0,130,2001,5
10798,Kentucky,5730.0,6876.0,303,2001,5
10799,Louisiana,4058.0,4492.0,170,2001,5
10800,Maine,891.0,1616.0,63,2001,5
10801,Mariana Islands,5.0,1.0,0,2001,5
10802,Maryland,124.0,2233.0,8,2001,5
10803,Massachusetts,1085.0,714.0,25,2001,5
10804,Michigan,96.0,8354.0,7,2001,5
10805,Minnesota,2058.0,5580.0,108,2001,5
10806,Mississippi,3662.0,4133.0,134,2001,5
10807,Missouri,2458.0,7746.0,92,2001,5
10808,Montana,1458.0,3593.0,93,2001,5
10809,Nebraska,14.0,1180.0,0,2001,5
10810,Nevada,1814.0,1598.0,104,2001,5
10811,New Hampshire,971.0,1427.0,13,2001,5
10812,New Jersey,1132.0,1507.0,51,2001,5
10813,New Mexico,2181.0,3142.0,134,2001,5
10814,New York,811.0,5133.0,11,2001,5
10815,North Carolina,1211.0,7858.0,87,2001,5
10816,North Dakota,354.0,1257.0,16,2001,5
10817,Ohio,6322.0,8331.0,422,2001,5
10818,Oklahoma,3507.0,5461.0,251,2001,5
10819,Oregon,3282.0,5542.0,187,2001,5
10820,Pennsylvania,0.0,30291.0,189,2001,5
10821,Puerto Rico,436.0,77.0,11,2001,5
10822,Rhode Island,274.0,252.0,72,2001,5
10823,South Carolina,3151.0,2868.0,82,2001,5
10824,South Dakota,494.0,1504.0,32,2001,5
10825,Tennessee,6585.0,5489.0,208,2001,5
10826,Texas,13458.0,19377.0,728,2001,5
10827,Utah,1246.0,2437.0,45,2001,5
10828,Vermont,342.0,677.0,12,2001,5
10829,Virgin Islands,0.0,0.0,0,2001,5
10830,Virginia,5009.0,6157.0,149,2001,5
10831,Washington,2836.0,4955.0,134,2001,5
10832,West Virginia,2521.0,4742.0,143,2001,5
10833,Wisconsin,2599.0,6258.0,11,2001,5
10834,Wyoming,710.0,1367.0,41,2001,5
10835,Alabama,6004.0,6346.0,215,2001,4
10836,Alaska,1231.0,2084.0,83,2001,4
10837,Arizona,4957.0,4363.0,218,2001,4
10838,Arkansas,2898.0,5344.0,172,2001,4
10839,California,27625.0,29110.0,0,2001,4
10840,Colorado,9666.0,12713.0,645,2001,4
10841,Connecticut,0.0,0.0,0,2001,4
10842,Delaware,343.0,580.0,6,2001,4
10843,District of Columbia,2.0,1.0,0,2001,4
10844,Florida,10081.0,7707.0,335,2001,4
10845,Georgia,5249.0,5641.0,153,2001,4
10846,Guam,12.0,20.0,1,2001,4
10847,Hawaii,0.0,0.0,0,2001,4
10848,Idaho,1277.0,3207.0,97,2001,4
10849,Illinois,4220.0,5783.0,180,2001,4
10850,Indiana,1592.0,3145.0,6,2001,4
10851,Iowa,28.0,2306.0,2,2001,4
10852,Kansas,1924.0,3443.0,140,2001,4
10853,Kentucky,5610.0,8366.0,283,2001,4
10854,Louisiana,3943.0,4333.0,198,2001,4
10855,Maine,1122.0,2075.0,73,2001,4
10856,Mariana Islands,0.0,0.0,0,2001,4
10857,Maryland,126.0,2779.0,16,2001,4
10858,Massachusetts,1121.0,900.0,30,2001,4
10859,Michigan,81.0,11129.0,9,2001,4
10860,Minnesota,2508.0,8764.0,96,2001,4
10861,Mississippi,3758.0,4471.0,127,2001,4
10862,Missouri,2548.0,10005.0,119,2001,4
10863,Montana,1548.0,4061.0,95,2001,4
10864,Nebraska,19.0,1324.0,1,2001,4
10865,Nevada,1742.0,1552.0,98,2001,4
10866,New Hampshire,1146.0,2012.0,21,2001,4
10867,New Jersey,1151.0,1508.0,44,2001,4
10868,New Mexico,2172.0,3432.0,127,2001,4
10869,New York,788.0,6964.0,7,2001,4
10870,North Carolina,997.0,8616.0,81,2001,4
10871,North Dakota,430.0,1507.0,22,2001,4
10872,Ohio,7319.0,10962.0,431,2001,4
10873,Oklahoma,3959.0,6440.0,270,2001,4
10874,Oregon,3772.0,6965.0,199,2001,4
10875,Pennsylvania,0.0,35652.0,416,2001,4
10876,Puerto Rico,316.0,82.0,6,2001,4
10877,Rhode Island,303.0,344.0,73,2001,4
10878,South Carolina,3004.0,3112.0,81,2001,4
10879,South Dakota,524.0,1750.0,18,2001,4
10880,Tennessee,6271.0,5923.0,208,2001,4
10881,Texas,12884.0,19527.0,714,2001,4
10882,Utah,1690.0,2865.0,67,2001,4
10883,Vermont,442.0,1154.0,19,2001,4
10884,Virgin Islands,0.0,0.0,0,2001,4
10885,Virginia,4954.0,6897.0,119,2001,4
10886,Washington,2906.0,5617.0,160,2001,4
10887,West Virginia,2594.0,5645.0,160,2001,4
10888,Wisconsin,3308.0,10920.0,11,2001,4
10889,Wyoming,674.0,1461.0,50,2001,4
10890,Alabama,8099.0,9614.0,321,2001,3
10891,Alaska,1063.0,1780.0,69,2001,3
10892,Arizona,5829.0,5024.0,278,2001,3
10893,Arkansas,4147.0,8398.0,214,2001,3
10894,California,19950.0,23299.0,0,2001,3
10895,Colorado,12566.0,16014.0,742,2001,3
10896,Connecticut,2.0,0.0,0,2001,3
10897,Delaware,495.0,723.0,16,2001,3
10898,District of Columbia,3.0,0.0,0,2001,3
10899,Florida,11532.0,10239.0,420,2001,3
10900,Georgia,7509.0,9325.0,259,2001,3
10901,Guam,8.0,14.0,1,2001,3
10902,Hawaii,0.0,0.0,0,2001,3
10903,Idaho,1712.0,3673.0,96,2001,3
10904,Illinois,5549.0,7788.0,199,2001,3
10905,Indiana,2916.0,4536.0,5,2001,3
10906,Iowa,40.0,3204.0,1,2001,3
10907,Kansas,3088.0,4864.0,189,2001,3
10908,Kentucky,7957.0,11918.0,437,2001,3
10909,Louisiana,5952.0,6356.0,219,2001,3
10910,Maine,1192.0,2123.0,48,2001,3
10911,Mariana Islands,9.0,0.0,0,2001,3
10912,Maryland,139.0,3613.0,6,2001,3
10913,Massachusetts,1444.0,1148.0,46,2001,3
10914,Michigan,138.0,13609.0,8,2001,3
10915,Minnesota,3097.0,9640.0,124,2001,3
10916,Mississippi,5199.0,6866.0,236,2001,3
10917,Missouri,3602.0,12674.0,185,2001,3
10918,Montana,1852.0,4189.0,134,2001,3
10919,Nebraska,37.0,1914.0,1,2001,3
10920,Nevada,2135.0,2060.0,129,2001,3
10921,New Hampshire,1231.0,1868.0,21,2001,3
10922,New Jersey,1359.0,1988.0,66,2001,3
10923,New Mexico,3034.0,4488.0,147,2001,3
10924,New York,784.0,7254.0,4,2001,3
10925,North Carolina,1285.0,12283.0,108,2001,3
10926,North Dakota,485.0,1626.0,13,2001,3
10927,Ohio,10033.0,14088.0,547,2001,3
10928,Oklahoma,4698.0,7988.0,311,2001,3
10929,Oregon,4479.0,7546.0,234,2001,3
10930,Pennsylvania,0.0,44140.0,488,2001,3
10931,Puerto Rico,398.0,81.0,14,2001,3
10932,Rhode Island,383.0,317.0,79,2001,3
10933,South Carolina,4274.0,4974.0,95,2001,3
10934,South Dakota,725.0,2303.0,38,2001,3
10935,Tennessee,9914.0,10636.0,327,2001,3
10936,Texas,17463.0,25029.0,913,2001,3
10937,Utah,1703.0,3509.0,83,2001,3
10938,Vermont,543.0,1184.0,23,2001,3
10939,Virgin Islands,0.0,0.0,0,2001,3
10940,Virginia,6864.0,8628.0,153,2001,3
10941,Washington,3655.0,6355.0,168,2001,3
10942,West Virginia,3791.0,7310.0,205,2001,3
10943,Wisconsin,4285.0,13691.0,12,2001,3
10944,Wyoming,872.0,1599.0,43,2001,3
10945,Alabama,8560.0,9923.0,345,2001,2
10946,Alaska,887.0,1379.0,77,2001,2
10947,Arizona,5978.0,5276.0,280,2001,2
10948,Arkansas,4932.0,9072.0,310,2001,2
10949,California,16549.0,21133.0,0,2001,2
10950,Colorado,9704.0,13117.0,865,2001,2
10951,Connecticut,0.0,0.0,0,2001,2
10952,Delaware,433.0,632.0,12,2001,2
10953,District of Columbia,1.0,0.0,0,2001,2
10954,Florida,11178.0,9795.0,423,2001,2
10955,Georgia,8465.0,9546.0,287,2001,2
10956,Guam,10.0,11.0,0,2001,2
10957,Hawaii,0.0,0.0,0,2001,2
10958,Idaho,1585.0,3489.0,114,2001,2
10959,Illinois,5512.0,6991.0,177,2001,2
10960,Indiana,3024.0,4593.0,8,2001,2
10961,Iowa,23.0,2719.0,3,2001,2
10962,Kansas,2642.0,4583.0,167,2001,2
10963,Kentucky,8668.0,11800.0,487,2001,2
10964,Louisiana,6178.0,6507.0,245,2001,2
10965,Maine,879.0,1690.0,64,2001,2
10966,Mariana Islands,0.0,0.0,0,2001,2
10967,Maryland,112.0,3670.0,9,2001,2
10968,Massachusetts,1225.0,900.0,38,2001,2
10969,Michigan,145.0,11727.0,5,2001,2
10970,Minnesota,2260.0,6303.0,75,2001,2
10971,Mississippi,6188.0,7688.0,236,2001,2
10972,Missouri,3345.0,12460.0,131,2001,2
10973,Montana,1492.0,3456.0,124,2001,2
10974,Nebraska,25.0,1659.0,0,2001,2
10975,Nevada,1923.0,1816.0,129,2001,2
10976,New Hampshire,1199.0,1490.0,20,2001,2
10977,New Jersey,1112.0,1750.0,34,2001,2
10978,New Mexico,2788.0,4575.0,174,2001,2
10979,New York,749.0,6536.0,8,2001,2
10980,North Carolina,1706.0,12905.0,165,2001,2
10981,North Dakota,398.0,1318.0,18,2001,2
10982,Ohio,9438.0,12781.0,491,2001,2
10983,Oklahoma,5316.0,8934.0,383,2001,2
10984,Oregon,3786.0,6475.0,255,2001,2
10985,Pennsylvania,0.0,35432.0,410,2001,2
10986,Puerto Rico,353.0,79.0,7,2001,2
10987,Rhode Island,342.0,347.0,86,2001,2
10988,South Carolina,5077.0,4972.0,123,2001,2
10989,South Dakota,565.0,1767.0,27,2001,2
10990,Tennessee,9584.0,9726.0,372,2001,2
10991,Texas,18089.0,26287.0,1083,2001,2
10992,Utah,1822.0,3663.0,89,2001,2
10993,Vermont,530.0,913.0,17,2001,2
10994,Virgin Islands,0.0,0.0,0,2001,2
10995,Virginia,6856.0,8204.0,138,2001,2
10996,Washington,3447.0,5796.0,189,2001,2
10997,West Virginia,3556.0,7064.0,222,2001,2
10998,Wisconsin,3461.0,9842.0,9,2001,2
10999,Wyoming,834.0,1574.0,62,2001,2
11000,Alabama,7541.0,9904.0,288,2001,1
11001,Alaska,853.0,1494.0,61,2001,1
11002,Arizona,5113.0,4802.0,227,2001,1
11003,Arkansas,3701.0,8153.0,237,2001,1
11004,California,21812.0,24292.0,0,2001,1
11005,Colorado,10068.0,12723.0,861,2001,1
11006,Connecticut,1.0,0.0,0,2001,1
11007,Delaware,415.0,665.0,16,2001,1
11008,District of Columbia,0.0,0.0,0,2001,1
11009,Florida,11227.0,10396.0,395,2001,1
11010,Georgia,7091.0,9129.0,227,2001,1
11011,Guam,8.0,20.0,0,2001,1
11012,Hawaii,0.0,0.0,0,2001,1
11013,Idaho,1425.0,2970.0,118,2001,1
11014,Illinois,4933.0,6521.0,169,2001,1
11015,Indiana,2231.0,4029.0,5,2001,1
11016,Iowa,45.0,2523.0,3,2001,1
11017,Kansas,2736.0,4853.0,171,2001,1
11018,Kentucky,7413.0,9993.0,414,2001,1
11019,Louisiana,4899.0,7023.0,209,2001,1
11020,Maine,931.0,1603.0,53,2001,1
11021,Mariana Islands,17.0,0.0,3,2001,1
11022,Maryland,144.0,3098.0,9,2001,1
11023,Massachusetts,1270.0,952.0,35,2001,1
11024,Michigan,102.0,9686.0,2,2001,1
11025,Minnesota,2259.0,5555.0,82,2001,1
11026,Mississippi,4573.0,6707.0,171,2001,1
11027,Missouri,3142.0,10880.0,101,2001,1
11028,Montana,1242.0,2996.0,101,2001,1
11029,Nebraska,32.0,1779.0,1,2001,1
11030,Nevada,1872.0,1723.0,79,2001,1
11031,New Hampshire,1209.0,1580.0,28,2001,1
11032,New Jersey,1204.0,1948.0,35,2001,1
11033,New Mexico,2237.0,3893.0,124,2001,1
11034,New York,677.0,5845.0,4,2001,1
11035,North Carolina,1400.0,12563.0,98,2001,1
11036,North Dakota,399.0,1299.0,18,2001,1
11037,Ohio,8170.0,11130.0,519,2001,1
11038,Oklahoma,4471.0,7983.0,303,2001,1
11039,Oregon,3737.0,5566.0,183,2001,1
11040,Pennsylvania,0.0,33380.0,450,2001,1
11041,Puerto Rico,317.0,80.0,5,2001,1
11042,Rhode Island,368.0,327.0,73,2001,1
11043,South Carolina,4221.0,4694.0,102,2001,1
11044,South Dakota,541.0,1747.0,18,2001,1
11045,Tennessee,8239.0,8992.0,315,2001,1
11046,Texas,16863.0,26684.0,857,2001,1
11047,Utah,1385.0,3202.0,50,2001,1
11048,Vermont,385.0,636.0,9,2001,1
11049,Virgin Islands,0.0,0.0,0,2001,1
11050,Virginia,5903.0,7776.0,114,2001,1
11051,Washington,3222.0,5201.0,177,2001,1
11052,West Virginia,3077.0,5905.0,185,2001,1
11053,Wisconsin,3239.0,6800.0,4,2001,1
11054,Wyoming,754.0,1433.0,64,2001,1
11055,Alabama,8303.0,25733.0,326,2000,12
11056,Alaska,1098.0,2791.0,71,2000,12
11057,Arizona,6109.0,8666.0,263,2000,12
11058,Arkansas,3657.0,15822.0,199,2000,12
11059,California,53977.0,38075.0,0,2000,12
11060,Colorado,12467.0,24437.0,859,2000,12
11061,Connecticut,0.0,0.0,0,2000,12
11062,Delaware,456.0,1726.0,23,2000,12
11063,District of Columbia,0.0,0.0,0,2000,12
11064,Florida,11695.0,21628.0,447,2000,12
11065,Georgia,9180.0,25379.0,307,2000,12
11066,Guam,11.0,21.0,5,2000,12
11067,Hawaii,0.0,0.0,0,2000,12
11068,Idaho,1804.0,5516.0,102,2000,12
11069,Illinois,5030.0,11213.0,172,2000,12
11070,Indiana,2032.0,9682.0,2,2000,12
11071,Iowa,20.0,5984.0,0,2000,12
11072,Kansas,2809.0,9950.0,173,2000,12
11073,Kentucky,8761.0,20686.0,405,2000,12
11074,Louisiana,5416.0,19712.0,219,2000,12
11075,Maine,964.0,3304.0,48,2000,12
11076,Mariana Islands,0.0,0.0,0,2000,12
11077,Maryland,131.0,6071.0,8,2000,12
11078,Massachusetts,1185.0,1250.0,29,2000,12
11079,Michigan,86.0,20467.0,3,2000,12
11080,Minnesota,2319.0,9585.0,72,2000,12
11081,Mississippi,5137.0,18867.0,202,2000,12
11082,Missouri,3088.0,20402.0,109,2000,12
11083,Montana,1678.0,5120.0,79,2000,12
11084,Nebraska,57.0,4554.0,5,2000,12
11085,Nevada,2265.0,3483.0,130,2000,12
11086,New Hampshire,1362.0,2569.0,14,2000,12
11087,New Jersey,1089.0,2619.0,48,2000,12
11088,New Mexico,2623.0,6511.0,122,2000,12
11089,New York,664.0,11546.0,0,2000,12
11090,North Carolina,1278.0,29093.0,82,2000,12
11091,North Dakota,408.0,2163.0,15,2000,12
11092,Ohio,9536.0,22917.0,528,2000,12
11093,Oklahoma,4197.0,15070.0,315,2000,12
11094,Oregon,4645.0,10731.0,202,2000,12
11095,Pennsylvania,0.0,44640.0,668,2000,12
11096,Puerto Rico,372.0,99.0,7,2000,12
11097,Rhode Island,299.0,473.0,69,2000,12
11098,South Carolina,4695.0,13014.0,94,2000,12
11099,South Dakota,670.0,3257.0,31,2000,12
11100,Tennessee,10037.0,22944.0,334,2000,12
11101,Texas,18413.0,59403.0,981,2000,12
11102,Utah,2292.0,8250.0,85,2000,12
11103,Vermont,454.0,1258.0,4,2000,12
11104,Virgin Islands,0.0,0.0,0,2000,12
11105,Virginia,7026.0,17109.0,213,2000,12
11106,Washington,3165.0,9305.0,129,2000,12
11107,West Virginia,3818.0,10397.0,156,2000,12
11108,Wisconsin,3256.0,12575.0,7,2000,12
11109,Wyoming,965.0,2751.0,50,2000,12
11110,Alabama,6654.0,20239.0,306,2000,11
11111,Alaska,944.0,1931.0,51,2000,11
11112,Arizona,4547.0,5576.0,230,2000,11
11113,Arkansas,3170.0,18139.0,215,2000,11
11114,California,37564.0,28987.0,0,2000,11
11115,Colorado,9945.0,18937.0,622,2000,11
11116,Connecticut,0.0,0.0,0,2000,11
11117,Delaware,398.0,1592.0,12,2000,11
11118,District of Columbia,3.0,0.0,0,2000,11
11119,Florida,9857.0,15023.0,424,2000,11
11120,Georgia,6062.0,16739.0,245,2000,11
11121,Guam,10.0,14.0,0,2000,11
11122,Hawaii,0.0,0.0,0,2000,11
11123,Idaho,1399.0,4112.0,82,2000,11
11124,Illinois,4644.0,11453.0,190,2000,11
11125,Indiana,1816.0,10652.0,7,2000,11
11126,Iowa,45.0,7001.0,4,2000,11
11127,Kansas,2259.0,9748.0,169,2000,11
11128,Kentucky,6552.0,18609.0,378,2000,11
11129,Louisiana,4504.0,16619.0,198,2000,11
11130,Maine,918.0,3383.0,42,2000,11
11131,Mariana Islands,4.0,0.0,0,2000,11
11132,Maryland,138.0,7056.0,12,2000,11
11133,Massachusetts,1032.0,1396.0,30,2000,11
11134,Michigan,79.0,25886.0,8,2000,11
11135,Minnesota,1965.0,10357.0,76,2000,11
11136,Mississippi,4030.0,17350.0,215,2000,11
11137,Missouri,3102.0,19526.0,97,2000,11
11138,Montana,1100.0,3969.0,69,2000,11
11139,Nebraska,29.0,4285.0,2,2000,11
11140,Nevada,1720.0,2024.0,101,2000,11
11141,New Hampshire,1249.0,2848.0,23,2000,11
11142,New Jersey,1150.0,2911.0,49,2000,11
11143,New Mexico,2051.0,5014.0,108,2000,11
11144,New York,746.0,14052.0,10,2000,11
11145,North Carolina,1318.0,22587.0,110,2000,11
11146,North Dakota,315.0,2393.0,26,2000,11
11147,Ohio,8048.0,26300.0,542,2000,11
11148,Oklahoma,3461.0,13826.0,276,2000,11
11149,Oregon,4111.0,7054.0,167,2000,11
11150,Pennsylvania,0.0,53376.0,376,2000,11
